Nom de la gare;Code UIC;Code postal;% Non Voyageurs;Total Voyageurs 2024;Total Voyageurs + Non voyageurs 2024;Total Voyageurs 2023;Total Voyageurs + Non voyageurs 2023;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022
Sathonay - Rillieux;87723700;69580;0.0;349848;349848;297250;297250;284156;284156
Tarbes;87671008;65000;0.1899999999999999;861314;1063351;709416;875822;639135;789055
Thun le Paradis;87381822;78250;0.0;526511;526511;476983;476983;471681;471681
Tourville-la-Rivière;87411181;76410;0.0;2960;2960;4321;4321;3339;3339
Tulle;87594499;19000;0.2;198358;247948;170783;213479;157594;196992
Turenne;87594556;19500;0.0;1579;1579;1241;1241;791;791
Vaumoise;87271601;2600;0.0;6700;6700;5422;5422;4241;4241
Vigeois;87594218;19410;0.0;11279;11279;8513;8513;7772;7772
Vignory;87142232;52320;0.0;1900;1900;2009;2009;2471;2471
Voivres-lès-le-Mans;87396358;72210;0.0;19379;19379;19420;19420;13557;13557
Ytrac;87645101;15130;0.0;106;106;339;339;139;139
Achères Grand Cormier;87386052;78100;0.0;207774;207774;188426;188426;177092;177092
Apach;87191643;57480;0.0;1590;1590;2745;2745;1512;1512
Arpajon;87545467;91290;0.0;1672746;1672746;1516858;1516858;1425412;1425412
Aubergenville Élisabethville;87386730;78410;0.0;1857062;1857062;1683413;1683413;1580464;1580464
Auterive;87611384;31190;0.2;343608;429510;389928;487410;356140;445175
Avignon Centre;87765008;84000;0.2;3339139;4173924;2982128;3727661;2775924;3469906
Ax-les-Thermes;87611533;9110;0.0;138906;138906;93053;93053;87663;87663
Bantzenheim;87182840;68490;0.0;4838;4838;6682;6682;6457;6457
Baule;87574152;45130;0.0;27557;27557;25967;25967;23367;23367
Bayard;87175133;52170;0.0;89;89;66;66;119;119
Belleville;87141804;54940;0.0;26949;26949;31805;31805;26977;26977
Besançon Franche-Comté TGV;87300863;25870;0.1200000000000001;667419;758431;739282;840093;618834;703220
Besançon Viotte;87718007;25000;0.08999999999999994;2903968;3191174;2725611;2995177;2616257;2875008
Beslé;87471219;44290;0.0;56705;56705;52652;52652;38875;38875
Betton;87471045;35830;0.0;114781;114781;93491;93491;98453;98453
Boissy-l'Aillerie;87381152;95650;0.0;272565;272565;247894;247894;255631;255631
Bornel - Belle-Église;87276717;60540;0.1999999999999999;354397;442997;319556;399445;288300;360375
Boussens;87611095;31360;0.2;290206;362757;299078;373848;232802;291003
Bretenoux - Biars;87594762;46130;0.0;26886;26886;25045;25045;21440;21440
Brignac;87592063;87400;0.0;676;676;334;334;249;249
Bueil;87387092;27730;0.0;122018;122018;126931;126931;109663;109663
Buno - Gironville;87681510;91720;0.0;56114;56114;53326;53326;50110;50110
Buzy en Béarn;87672634;64260;0.0;18102;18102;14379;14379;11705;11705
Campagnac - Saint-Geniez;87783340;12560;0.0;1873;1873;1615;1615;998;998
Capdenac;87613109;12700;0.1999999999999999;110896;138620;146452;183065;164724;205905
Caudrot;87582841;33490;0.0;12384;12384;11150;11150;9654;9654
Caudry;87345561;59540;0.0;155967;155967;142437;142437;129414;129414
Chantonnay;87486332;85110;0.0;16990;16990;16351;16351;16772;16772
Chaugey;87712679;21170;0.0;15732;15732;12885;12885;13134;13134
Clisson;87481440;44190;0.1999999999999999;1124278;1405348;1095662;1369578;1010242;1262803
Commercy;87175257;55200;0.1999999999999999;265631;332039;276194;345242;212829;266036
Courbevoie;87382200;92400;0.0;4647654;4647654;4214140;4214140;4387299;4387299
Culmont - Chalindrey;87142125;52600;0.0;112123;112123;82318;82318;73190;73190
Decize;87696484;58300;0.0;100153;100153;83999;83999;100407;100407
Dombasle-sur-Meurthe;87141119;54110;0.2;355303;444128;355471;444338;291082;363853
Dorlisheim;87214338;67120;0.0;118003;118003;101569;101569;93874;93874
Epfig;87214221;67680;0.0;45765;45765;44354;44354;37423;37423
Épierre - Saint-Léger;87741280;73220;0.0;38510;38510;33229;33229;31647;31647
Épouville;87413732;76133;0.0;489;489;1540;1540;1173;1173
Erdre Active;87590356;44240;0.0;54569;54569;50768;50768;43072;43072
Évian-les-Bains;87745679;74500;0.1999999999999999;350538;438173;292552;365691;241382;301728
Firminy;87726729;42700;0.2;253070;316337;236609;295761;230206;287757
Font-Romeu-Odeillo-Via;87784819;66120;0.0;58396;58396;66678;66678;65103;65103
Gargenville;87381566;78440;0.0;615703;615703;557869;557869;551656;551656
Gennevilliers;87271205;92230;0.0;1963009;1963009;1780072;1780072;1672742;1672742
Germaine;87171587;51160;0.0;24127;24127;24110;24110;20297;20297
Halte de Fontanil – Lycée de Drap;87565143;6340;0.0;15242;15242;23954;23954;37402;37402
Hirson Écoles;87324335;2500;0.0;33863;33863;42788;42788;36572;36572
Isbergues;87342279;62330;0.2;184564;230705;164956;206195;150580;188225
Kogenheim;87214114;67230;0.0;41035;41035;36793;36793;29617;29617
La Garde;87755306;83130;0.2;239302;299128;218212;272765;195128;243910
La Gouesnière - Cancale - Saint-Méloir-des-Ondes;87478099;35350;0.0;94728;94728;85333;85333;72140;72140
L'Arbresle;87721431;69210;0.1999999999999999;784469;980586;732605;915757;722759;903449
Lavaufranche;87597740;23600;0.0;1454;1454;988;988;936;936
Le Cailar;87775825;30740;0.0;19060;19060;13155;13155;8480;8480
Le Cellier;87481168;44850;0.0;87362;87362;77857;77857;61429;61429
Le Grau-du-Roi;87775866;30240;0.2;174264;217830;175776;219720;136622;170778
Le Havre;87413013;76600;0.2;2070670;2588338;2116610;2645763;1875316;2344145
Le Pont-de-Beauvoisin;87741470;38480;0.0;217885;217885;196065;196065;166219;166219
Le Theil - La Rouge;87396333;61260;0.0;21145;21145;19637;19637;18634;18634
Les Deux Jumeaux;87677104;64700;0.0;60206;60206;51946;51946;40965;40965
Les Grésillons;87272146;92230;0.0;2669352;2669352;2420587;2420587;2274636;2274636
L'Hospitalet-près-l'Andorre;87611517;9390;0.0;21164;21164;19765;19765;16950;16950
Liesle;87718130;25440;0.0;10064;10064;11345;11345;10785;10785
Lunel-Viel;87773424;34400;0.0;14100;14100;12785;12785;11407;11407
Lutzelhouse;87214650;67130;0.2;160636;200795;147238;184047;138935;173669
Luzenac - Garanou;87611558;9250;0.0;11304;11304;11835;11835;11181;11181
Magny - Blandainville;87394429;28120;0.0;10462;10462;11900;11900;14061;14061
Maintenon;87394130;28130;0.2;1327025;1658782;1353829;1692286;1352209;1690262
Massy Europe;87725465;91300;0.0;667558;667558;0;0;0;0
Mirecourt;87144212;88500;0.0;104425;104425;116549;116549;91594;91594
Montauban-de-Bretagne;87471086;35360;0.1999999999999999;354751;443439;328539;410674;278042;347553
Montbarrey;87718866;39380;0.0;1198;1198;1261;1261;724;724
Mouroux;87116285;77120;0.0;114793;114793;104086;104086;93212;93212
Munster;87182394;68140;0.1999999999999999;290061;362577;270683;338354;228245;285307
Nice;87756056;6008;0.14;12131450;14106337;11229438;13057486;9397550;10927384
Nice Saint-Augustin;87756254;6200;0.1999999999999999;2414208;3017760;2102122;2627653;1704378;2130473
Olette - Canaveilles;87784728;66360;0.0;3444;3444;3776;3776;2807;2807
Pertuis;87751362;84120;0.0;28017;28017;23046;23046;18773;18773
Pierrelatte;87764308;26700;0.2;328901;411126;282395;352993;265859;332324
Plancoët;87473272;22130;0.0;14960;14960;13206;13206;13965;13965
Plougonver;87473538;22810;0.0;6482;6482;6239;6239;6494;6494
Pont de Lignon;87726786;43430;0.0;2424;2424;1532;1532;1260;1260
Pont Petit;87276154;95310;0.0;229535;229535;208735;208735;235584;235584
Puget-Ville;87755363;83390;0.0;38325;38325;31844;31844;23967;23967
Roscoff;87474635;29680;0.0;16118;16118;13427;13427;11236;11236
Ruffey-lès-Echirey;87713826;21200;0.0;21561;21561;15566;15566;18585;18585
Saint-André-de-Cubzac;87491241;33240;0.2;728895;911119;690394;862993;620862;776077
Saint-Antoine;87751826;13015;0.0;73217;73217;55214;55214;44049;44049
Saint-Dalmas de Tende;87756866;6430;0.0;4328;4328;6921;6921;6077;6077
Saint-Dizier;87175000;52100;0.1899999999999999;229213;282979;214622;264965;192797;238021
Saint-Étienne La Terrasse;87726158;42000;0.0;135932;135932;115984;115984;111779;111779
Saint-Nabord;87146217;88200;0.0;16015;16015;11437;11437;10246;10246
Saint-Piat;87394148;28130;0.2;186401;233002;192959;241199;192805;241006
Saint-Pierre-Quiberon;87476440;56510;0.0;12421;12421;10965;10965;9725;9725
Saint-Pol-sur-Ternoise;87342337;62130;0.0;206222;206222;187706;187706;145944;145944
Saint-Quentin en Yvelines - Montigny-le-Bretonneux;87393843;78180;0.0;12011294;12011294;10585018;10585018;9601190;9601190
Saône;87718502;25660;0.0;12274;12274;22583;22583;24300;24300
Sceaux - Boëssé;87396317;72400;0.0;7637;7637;8542;8542;7451;7451
Sèvres Rive Gauche;87393124;92310;0.0;1217441;1217441;1104468;1104468;1725455;1725455
Siorac-en-Périgord;87595769;24170;0.0;23491;23491;19450;19450;15901;15901
Sorgues - Châteauneuf-du-Pape;87765206;84700;0.09000000000000002;220204;241983;196720;216176;190892;209772
Strasbourg Roethig;87212191;67200;0.0;111023;111023;83569;83569;71967;71967
Touët-de-l'Escarène;87756817;6440;0.0;5395;5395;5268;5268;3462;3462
Toulon;87755009;83000;0.29;5243022;7384538;4733117;6666362;4439452;6252750
Valergues - Lansargues;87773432;34130;0.0;20072;20072;19006;19006;18922;18922
Vannes;87476606;56000;0.1999999999999999;2313942;2892428;2170614;2713267;2019329;2524162
Vendenheim;87212118;67550;0.0;208259;208259;168601;168601;120635;120635
Versailles Rive Droite;87382861;78000;0.0;5967149;5967149;5410543;5410543;5530365;5530365
Vierzon;87576009;18100;0.2;1376111;1720139;1300450;1625562;1119849;1399811
Villiers-sur-Marne - Le Plessis-Trévise;87113795;94350;0.0;9034899;9034899;8193562;8193562;7700718;7700718
Vitry-en-Artois;87342113;62490;0.0;93438;93438;77456;77456;78918;78918
Vivoin - Beaumont;87396077;72170;0.0;45002;45002;43826;43826;41499;41499
Wambaix;87345595;59400;0.0;429;429;418;418;170;170
Albertville;87741645;73200;0.13;374004;429890;340193;391027;323762;372140
Angerville;87543090;91670;0.0;177605;177605;161054;161054;151343;151343
Ballancourt-sur-Essonne;87681437;91610;0.0;571615;571615;426642;426642;400923;400923
Avenue Foch;87381038;75016;0.0;1192103;1192103;1081008;1081008;1015827;1015827
Bonneville;87746339;74130;0.1999999999999999;390001;487501;344771;430963;307165;383956
Ay;87171561;51160;0.0;56169;56169;57371;57371;49087;49087
Bougival;87382440;78170;0.0;857740;857740;777732;777732;788442;788442
Beaugency;87574160;45190;0.21;531504;672790;508170;643253;451356;571337
Bénesse-Maremne;87673285;40230;0.0;45570;45570;33864;33864;21700;21700
Ceilhes - Roqueredonde;87781542;34260;0.0;1772;1772;2012;2012;1256;1256
Chemin d'Antony;87546317;92160;0.0;387916;387916;351765;351765;330557;330557
Bram;87615054;11150;0.0;142601;142601;129983;129983;104957;104957
Choisy-le-Roi;87545285;94600;0.0;12833963;12833963;11637929;11637929;10936239;10936239
Bressuire;87487249;79300;0.0;20062;20062;16931;16931;21956;21956
Clamart;87391565;92140;0.0;2464698;2464698;2234725;2234725;1725465;1725465
Briare;87696088;45250;0.0;77007;77007;68797;68797;61949;61949
Cormery;87571430;37320;0.0;40543;40543;41175;41175;127431;127431
Creil;87276006;60100;0.2;5886782;7358477;5392059;6740074;5224702;6530877
Chamelet;87721829;69620;0.0;15905;15905;14564;14564;13668;13668
Dambach-la-Ville;87214213;67650;0.0;35500;35500;26459;26459;36166;36166
Couiza - Montazels;87615203;11190;0.0;251;251;406;406;698;698
Dormans;87171512;51700;0.0;154782;154782;150439;150439;130444;130444
Crépy-en-Valois;87271593;60800;0.2;1766380;2207975;1641932;2052415;1613556;2016945
Croix Sainte;87753491;13500;0.0;6006;6006;4870;4870;5138;5138
Dachstein;87214551;67120;0.0;118712;118712;113800;113800;117623;117623
Écouché;87444547;61150;0.0;183;183;326;326;734;734
Estavar;87784827;66800;0.0;287;287;322;322;228;228
Étigny - Véron;87683201;89510;0.0;6564;6564;7821;7821;7022;7022
Esches;87272096;60110;0.0;57843;57843;51756;51756;47065;47065
Farschviller;87193524;57450;0.0;19353;19353;23096;23096;22573;22573
Faubourg d'Orléans;87576173;41200;0.1999999999999999;148433;185541;122051;152564;89561;111952
Gevrey-Chambertin;87713503;21220;0.0;139789;139789;118516;118516;102990;102990
Gisors;87381244;27140;0.2;838604;1048255;792793;990992;787548;984435
Flers;87448001;61100;0.0;155284;155284;155659;155659;144527;144527
Fontenay-le-Fleury;87393405;78330;0.0;1425087;1425087;1292054;1292054;2614566;2614566
La Barasse;87635581;13011;0.0;11756;11756;8091;8091;13658;13658
La Rochelle;87485003;17000;0.21;3137015;3970906;2925287;3702896;2692269;3407936
Francheville;87722702;69340;0.0;90604;90604;81324;81324;88685;88685
Geispolsheim;87212258;67118;0.0;71924;71924;69330;69330;55912;55912
Lannemezan;87671123;65300;0.0;204235;204235;136318;136318;109660;109660
Meximieux - Pérouges;87723585;1800;0.2;827574;1034468;758108;947635;715335;894169
Montereau;87682302;77130;0.0;3287708;3287708;2981033;2981033;2542109;2542109
Montfort-l'Amaury - Méré;87393892;78490;0.0;679955;679955;616344;616344;530991;530991
Montfort-le-Gesnois;87396291;72450;0.02999999999999997;19174;19767;16883;17405;16743;17261
Montréjeau - Gourdan-Polignan;87611152;31210;0.1999999999999999;218241;272801;259556;324445;223810;279762
Nangis;87116095;77370;0.0;963491;963491;873623;873623;883754;883754
Nanteuil - Saâcy;87116558;77730;0.0;680118;680118;616752;616752;536532;536532
Noisy-le-Roi;87733659;78590;0.0;390853;390853;354395;354395;168105;168105
Ors;87295667;59360;0.0;865;865;544;544;288;288
Pauillac;87581256;33250;0.0;101842;101842;100429;100429;86882;86882
Périgueux Saint-Georges;87595504;24019;0.0;8;8;18;18;2123;2123
Petit Vaux;87393652;91360;0.0;230834;230834;335886;335886;315634;315634
Pignans;87755389;83790;0.0;49264;49264;46556;46556;39579;39579
Port Boulet;87571794;37800;0.2;166392;207990;165076;206346;161897;202371
Praye sous Vaudémont;87141622;54116;0.0;1728;1728;1094;1094;153;153
Prissé-la-Charrière;87485359;79360;0.0;6287;6287;7482;7482;7587;7587
Réding;87215079;57444;0.0;86328;86328;77354;77354;65176;65176
Retiers;87471359;35240;0.0;91170;91170;83504;83504;65312;65312
Rognac;87753251;13340;0.1999999999999999;253768;317210;227793;284742;223205;279006
Roissy-en-Brie;87116038;77680;0.0;3378810;3378810;3064172;3064172;2879867;2879867
Rougemont Chanteloup;87431791;93270;0.0;1927798;1927798;1748152;1748152;1642841;1642841
Roumazières-Loubert;87583468;16270;0.0;0;0;0;0;3;3
Rumilly;87746149;74150;0.2;734537;918172;696431;870539;658247;822809
Saint-Antoine-du-Rocher;87571539;37360;0.0;18277;18277;19637;19637;29705;29705
Saint-Bonnet-de-Rochefort;87641076;3800;0.0;10782;10782;7791;7791;5514;5514
Saint-Denis-des-Murs;87592097;87400;0.0;5978;5978;5419;5419;3137;3137
Sainte-Marthe en Provence;87751842;13014;0.0;55208;55208;50358;50358;50515;50515
Saint-Flour - Chaudes-Aigues;87783175;15100;0.0;4924;4924;11386;11386;24527;24527
Saint-Gildas-des-Bois;87476762;44530;0.0;45409;45409;40376;40376;32703;32703
Saint-Julien - Clénay;87713834;21490;0.0;66380;66380;50999;50999;43444;43444
Saint-Martin-du-Vivier;87411413;76160;0.0;0;0;280;280;137;137
Saint-Rambert-en-Bugey;87743740;1230;0.0;14099;14099;13220;13220;13870;13870
Saint-Sulpice - Izon;87584722;33450;0.0;166353;166353;133794;133794;118208;118208
Saint-Victor-l'Abbaye;87415166;76890;0.0;16819;16819;17385;17385;12871;12871
Sermizelles - Vézelay;87683722;89200;0.0;16943;16943;17448;17448;15849;15849
Sevran - Livry;87271429;93270;0.0;6376238;6376238;5781900;5781900;4784929;4784929
Steenbecque;87342295;59189;0.0;473;473;581;581;596;596
Strasbourg;87212027;67000;0.15;24568668;28904315;23907864;28126899;21446966;25231725
Tarare;87721472;69170;0.2;640592;800740;577385;721731;554100;692626
Tessonnières;87615245;81600;0.0;23124;23124;5171;5171;7536;7536
Thaon;87144097;88150;0.2;303768;379710;356634;445793;339375;424219
Trouville - Deauville;87444372;14200;0.1999999999999999;904015;1130019;867558;1084447;879946;1099932
Vaas;87396598;72500;0.0;7642;7642;5885;5885;6697;6697
Varades - Saint-Florent le Vieil;87484386;44370;0.0;123919;123919;120948;120948;105287;105287
Aéroport Charles de Gaulle 1;87271460;93290;0.0;9054310;9054310;8209781;8209781;6584031;6584031
Aguilcourt - Variscourt;87171702;2190;0.0;15866;15866;13464;13464;13197;13197
Aigueperse;87734129;63260;0.0;94234;94234;86794;86794;70599;70599
Aimargues;87775833;30470;0.0;10824;10824;2374;2374;2750;2750
Arcachon;87582668;33120;0.1600000000000001;1295083;1541765;1256111;1495370;1180765;1405673
Arches;87144410;88380;0.0;93016;93016;101977;101977;85693;85693
Aubagne;87751750;13400;0.2500000000000001;1160401;1547201;1057406;1409875;1046412;1395217
Aulnat Aéroport;87562421;63510;0.0;21385;21385;13736;13736;10248;10248
Auxerre Saint-Gervais;87683573;89000;0.1999999999999999;603911;754889;561972;702465;521613;652016
Azay-le-Rideau;87571638;37190;0.0;130435;130435;109627;109627;112458;112458
Babinière;87590349;44240;0.0;65211;65211;61788;61788;53740;53740
Bagnols-sur-Cèze;87764571;30200;0.0;40110;40110;43039;43039;18495;18495
Bailleau-le-Pin;87394411;28120;0.0;89254;89254;89886;89886;128173;128173
Beaune;87713545;21200;0.12;1165407;1324327;1041472;1183491;1034289;1175328
Bedous;87672774;64490;0.0;25212;25212;22697;22697;16568;16568
Bellevue;87393116;92360;0.0;1455710;1455710;1319708;1319708;1094825;1094825
Bouaye;87481200;44830;0.0;67513;67513;59405;59405;56168;56168
Brive-la-Gaillarde;87594002;19100;0.1999999999999999;1269198;1586498;1223183;1528979;1030162;1287703
Bugeat;87592162;19170;0.0;12684;12684;10215;10215;7024;7024
Busseau sur Creuse;87597708;23150;0.0;1853;1853;1632;1632;1484;1484
Cagnes-sur-Mer;87756320;6800;0.2;1609844;2012305;1448613;1810766;1152166;1440207
Carnoles;87756478;6180;0.1999999999999999;926571;1158213;825613;1032016;677784;847231
Châbons;87747212;38690;0.0;78818;78818;76626;76626;78294;78294
Champ de Mars Tour Eiffel;87393058;75015;0.0;7703531;7703531;6985616;6985616;6564413;6564413
Champtocé-sur-Loire;87484352;49123;0.0;73444;73444;68877;68877;59918;59918
Châtellerault;87575142;86100;0.2;685948;857435;623414;779267;575537;719421
Cheilly-lès-Maranges;87694398;71150;0.0;13404;13404;14743;14743;17507;17507
Chenevières;87141382;54122;0.0;1593;1593;1843;1843;1502;1502
Chevaigné;87471458;35250;0.0;91727;91727;78469;78469;75065;75065
Corbie;87313056;80800;0.1999999999999999;485815;607268;398540;498175;361868;452335
Coucy-lès-Eppes;87171769;2840;0.0;9990;9990;10669;10669;10099;10099
Coulommiers;87116301;77120;0.0;1132667;1132667;1027083;1027083;1167523;1167523
Crépieux la Pape;87723502;69140;0.0;47798;47798;38747;38747;33242;33242
Dannemarie;87182253;68210;0.0;110374;110374;109937;109937;97869;97869
Dommartin - Lissieu;87721738;69380;0.0;9728;9728;8814;8814;10570;10570
Dordives;87684233;45680;0.0;166931;166931;154759;154759;44764;44764
Douai;87345009;59500;0.2;3472422;4340527;3221478;4026847;2964246;3705307
Dourges;87345165;62119;0.02;242965;247924;229321;234001;209548;213825
Dreuil-lès-Amiens;87316075;80730;0.0;8575;8575;6670;6670;4898;4898
École-Valentin;87710731;25480;0.0;11457;11457;9153;9153;8658;8658
Einvaux;87141200;54360;0.0;4842;4842;6028;6028;4821;4821
Entzheim Aéroport;87214528;67960;0.1999999999999999;430494;538117;368262;460328;335219;419024
Esvres sur Indre;87571422;37320;0.0;40630;40630;30689;30689;24551;24551
Évreux Normandie;87387001;27000;0.2;1232525;1540656;1243858;1554823;1122584;1403230
Fécamp;87413542;76400;0.2;202916;253646;205329;256662;176364;220455
Fellering;87182626;68470;0.0;29170;29170;27219;27219;19737;19737
Gagny;87113514;93220;0.0;6224800;6224800;5645140;5645140;5305596;5305596
Genlis;87713313;21110;0.2;337411;421764;308609;385761;309879;387349
Gièvres;87576876;41130;0.0;66976;66976;62989;62989;72650;72650
Guérard - La Celle-sur-Morin;87116269;77580;0.0;93881;93881;85124;85124;72793;72793
Hayange;87191239;57700;0.0;6048;6048;5227;5227;5315;5315
Héricy;87682435;77850;0.0;95669;95669;86745;86745;46723;46723
Koenigsmacker;87191619;57110;0.0;753;753;380;380;870;870
Kuntzig;87191312;57110;0.0;0;0;1995;1995;1355;1355
La Brohinière;87471094;35360;0.0;22356;22356;17901;17901;13220;13220
La Chapelle Aulnay;87590364;44240;0.0;40144;40144;35538;35538;28376;28376
